complexity,sql,question
Complex,"SELECT COUNT(*) AS star_count, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra > 100 AND pmdec > 100 GROUP BY phot_g_mean_mag","How many stars with a positive parallax greater than 0.1 mas, proper motion in right ascension greater than 100 mas/yr, and proper motion in declination greater than 100 mas/yr are there, grouped by their G-band magnitude?"
Complex,"SELECT ra, dec, AVG(parallax) AS avg_parallax, STDDEV(parallax) AS std_dev_parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15 GROUP BY ra, dec","What is the average and standard deviation of parallaxes for stars with G-band magnitude less than 15, grouped by their right ascension and declination?"
Complex,"SELECT phot_g_mean_mag, COUNT(*) AS star_count, AVG(parallax) AS avg_parallax FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100 GROUP BY phot_g_mean_mag","How many stars with a proper motion in right ascension between -100 and 100 mas/yr and a proper motion in declination between -100 and 100 mas/yr are there, and what is their average parallax, grouped by their G-band magnitude?"
Complex,"SELECT ra, dec, COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE (pmra > 200 OR pmdec > 200) AND phot_g_mean_mag BETWEEN 10 AND 20 GROUP BY ra, dec","How many stars with a proper motion in either right ascension or declination greater than 200 mas/yr and a G-band magnitude between 10 and 20 are there, grouped by their right ascension and declination?"
Complex,"SELECT ra, dec, COUNT(*) AS star_count, AVG(parallax) AS avg_parallax FROM gaiadr3.gaia_source WHERE (phot_g_mean_mag - 5*log10(parallax/10) + 5) BETWEEN 10 AND 20 GROUP BY ra, dec","How many stars with an apparent G-band magnitude corrected for distance between 10 and 20 are there, and what is their average parallax, grouped by their right ascension and declination?"
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax > 0.001",Which stars have a parallax greater than 1 milliarcsecond?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15.0,What is the magnitude of the brightest stars visible to the Gaia telescope?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 180 AND 240",What are the coordinates of stars located in the region from 180 to 240 degrees in right ascension?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 10.0",Which stars have a proper motion in right ascension greater than 10 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE dec > 30,"How many stars are located in the northern hemisphere, above the declination of 30 degrees?"
Simple,"SELECT customer_id, AVG(order_amount) FROM orders GROUP BY customer_id",What is the average order amount per customer?
Simple,"""','ADQL: SELECT customer_id, AVG(order_amount) AS avg_order_amount FROM gaiadr3.orders GROUP BY customer_id","What is the average order amount per customer?"",""'"")"
Simple,"SELECT customer_id, AVG(order_amount) FROM orders GROUP BY customer_id",What is the average order amount per customer?
Simple,"ADQL: SELECT customer_id, AVG(order_amount) AS avg_order_amount FROM gaiadr3.gaia_source GROUP BY customer_id",What is the average order amount per customer?
Simple,"SELECT customer_id, AVG(order_amount) FROM orders GROUP BY customer_id",What is the average order amount per customer?
Simple,"ADQL: SELECT gaia_source.source_id, AVG(gaia_source.phot_g_mean_mag) AS avg_g_magnitude FROM gaiadr3.gaia_source GROUP BY gaia_source.source_id",What is the average G-band magnitude per source in the Gaia database?
Simple,"SELECT customer_id, AVG(order_amount) FROM orders GROUP BY customer_id",What is the average order amount per customer?
Simple,"ADQL: SELECT source_id, AVG(phot_g_mean_mag) AS avg_g_magnitude FROM gaiadr3.gaia_source GROUP BY source_id",What is the average G-band magnitude per source in the Gaia database?
Simple,"ADQL: SELECT source_id, AVG(phot_g_mean_mag) AS avg_g_magnitude FROM gaiadr3.gaia_source GROUP BY source_id",What is the average G-band magnitude per source in the Gaia database?
Simple,"ADQL: SELECT source_id, AVG(phot_g_mean_mag) AS avg_g_magnitude FROM gaiadr3.gaia_source GROUP BY source_id",What is the average G-band magnitude per source in the Gaia database?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND pmra BETWEEN -1 AND 1 AND pmdec BETWEEN -1 AND 1",Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 milliarcseconds and proper motions between -1 and 1 milliarcseconds per year in both RA and Dec directions?
Medium,"SELECT phot_g_mean_mag, COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 5 AND 10 GROUP BY phot_g_mean_mag ORDER BY phot_g_mean_mag","How many stars in the Gaia DR3 catalog have G magnitude between 5 and 10, and what is the distribution of their G magnitudes?"
Medium,"SELECT ra, dec, sqrt(pmra**2 + pmdec**2) AS proper_motion FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20 AND parallax > 0.05","Which stars in the Gaia DR3 catalog, located between 30 and 60 degrees in RA and between -30 and -20 degrees in Dec, have a parallax greater than 0.05 milliarcseconds and a proper motion less than 10 milliarcseconds per year?"
Medium,"SELECT COUNT(*) AS star_count, ra, dec FROM gaiadr3.gaia_source WHERE parallax IS NULL GROUP BY ra, dec HAVING star_count > 10","How many stars in the Gaia DR3 catalog, grouped by their RA and Dec coordinates, have no measured parallax and are part of regions with more than 10 such stars?"
Medium,"SELECT ra, dec, (pmra**2 + pmdec**2) AS proper_motion_squared FROM gaiadr3.gaia_source WHERE (pmra**2 + pmdec**2) > 400 AND parallax > 0.01",Which stars in the Gaia DR3 catalog have a combined proper motion squared (pmra^2 + pmdec^2) greater than 400 and a parallax greater than 0.01 milliarcseconds?
Medium,[query],[natural language question]
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec, COUNT(*) OVER (PARTITION BY ra, dec) AS star_count FROM gaiadr3.gaia_source WHERE parallax > 0.01 AND phot_g_mean_mag BETWEEN 5 AND 10 AND (pmra**2 + pmdec**2) > 400","How many stars with a parallax greater than 0.01 milliarcseconds, G magnitude between 5 and 10, and a combined proper motion squared greater than 400, are located at each position in the sky?"
Medium,"SELECT ra, dec, AVG(parallax) AS avg_parallax, STDDEV(parallax) AS std_dev_parallax FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL AND ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20 GROUP BY ra, dec",What is the average and standard deviation of parallax values for stars in regions between 30 and 60 degrees in RA and between -30 and -20 degrees in Dec?
Medium,"SELECT ra, dec, phot_g_mean_mag, COUNT(DISTINCT gaia_source.source_id) AS unique_stars FROM gaiadr3.gaia_source AS gaia_source JOIN gaiadr3.dr2_source AS dr2_source ON gaia_source.source_id = dr2_source.source_id WHERE gaia_source.parallax > 0.01 AND gaia_source.phot_g_mean_mag BETWEEN 5 AND 10 AND dr2_source.parallax IS NULL GROUP BY ra, dec, phot_g_mean_mag","How many unique stars in the Gaia DR3 catalog, with a parallax greater than 0.01 milliarcseconds and G magnitude between 5 and 10, do not have a parallax measurement in the DR2 catalog, grouped by their position in the sky?"
Complex,LIMIT 100;,
Complex,HAVING COUNT(*) > 100;,
Complex,LIMIT 50;,
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the declinations and right ascensions of stars with right ascensions between 0 and 1?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1",What is the parallax and G magnitude of stars with a parallax greater than 0.1?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100",What are the proper motions in right ascension and declination for stars with a right ascension proper motion greater than 100 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,How many stars have a G magnitude less than 10?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec BETWEEN -1 AND 1","What are the right ascensions, declinations, and parallaxes of stars with declinations between -1 and 1?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15","What are the coordinates, parallaxes, and G-band magnitudes of stars with parallaxes greater than 1 mas and G-band magnitudes less than 15?"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec < -50",What are the coordinates and proper motions of stars with right ascension proper motions greater than 100 mas/yr and declination proper motions less than -50 mas/yr?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 10 AND 20 AND dec BETWEEN -20 AND -10",What are the coordinates and parallaxes of stars located between 10 to 20 degrees in right ascension and -20 to -10 degrees in declination?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 12 AND parallax > 0.1",What are the coordinates and G-band magnitudes of stars with G-band magnitudes between 10 and 12 and parallaxes greater than 0.1 mas?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra > 30 AND dec > 10 AND (pmra > 50 OR pmdec > 50)","What are the coordinates and proper motions of stars located in the sky region where right ascension is greater than 30 degrees and declination is greater than 10 degrees, and have either right ascension proper motion or declination proper motion greater than 50 mas/yr?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15","What are the coordinates, parallaxes, and G-band magnitudes of stars with parallaxes greater than 1 mas and G-band magnitudes less than 15?"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec < -50",What are the coordinates and proper motions of stars with right ascension proper motions greater than 100 mas/yr and declination proper motions less than -50 mas/yr?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 10 AND 20 AND dec BETWEEN -20 AND -10",What are the coordinates and parallaxes of stars located between 10 to 20 degrees in right ascension and -20 to -10 degrees in declination?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 12 AND parallax > 0.1",What are the coordinates and G-band magnitudes of stars with G-band magnitudes between 10 and 12 and parallaxes greater than 0.1 mas?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra > 30 AND dec > 10 AND (pmra > 50 OR pmdec > 50)","What are the coordinates and proper motions of stars located in the sky region where right ascension is greater than 30 degrees and declination is greater than 10 degrees, and have either right ascension proper motion or declination proper motion greater than 50 mas/yr?"
Medium,[query],[natural language question]
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.001 AND phot_g_mean_mag < 15 AND pmra > 10 ORDER BY parallax DESC LIMIT 1000;","Find the 1000 stars with positive parallaxes greater than 0.001 arcseconds, brighter than magnitude 15, and proper motion in right ascension greater than 10 mas/yr, sorted by parallax in descending order."
Complex,"SELECT COUNT(DISTINCT source_id) AS star_count, ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 20 AND parallax IS NOT NULL GROUP BY ra, dec HAVING COUNT(DISTINCT source_id) > 100;","Count the number of unique stars within a magnitude range of 10 to 20 and with non-null parallaxes, grouped by right ascension and declination, and return only regions with more than 100 unique stars."
Complex,"SELECT ra, dec, AVG(parallax) AS mean_parallax, STDDEV(parallax) AS std_dev_parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10 GROUP BY ra, dec ORDER BY mean_parallax DESC LIMIT 50;","Calculate the average and standard deviation of parallax for stars with a magnitude less than 10 and proper motions between -10 and 10 mas/yr in both right ascension and declination, grouped by right ascension and declination, sorted by the average parallax in descending order, and return the top 50 results."
Complex,"SELECT ra, dec, COUNT(*) AS num_stars, AVG(parallax) AS mean_parallax, MIN(phot_g_mean_mag) AS min_mag FROM gaiadr3.gaia_source WHERE parallax > 0.0005 AND pmra > 5 AND pmdec > 5 GROUP BY ra, dec HAVING COUNT(*) > 500;","Count the number of stars, calculate the average parallax, and find the minimum magnitude for regions with more than 500 stars, positive parallaxes greater than 0.0005 arcseconds, and proper motions in both right ascension and declination greater than 5 mas/yr, grouped by right ascension and declination."
Complex,"SELECT ra, dec, COUNT(*) AS num_sources, AVG(parallax) AS mean_parallax, SUM(CASE WHEN phot_g_mean_mag < 10 THEN 1 ELSE 0 END) AS num_bright FROM gaiadr3.gaia_source WHERE parallax > 0.0005 AND pmra > 5 AND pmdec > 5 GROUP BY ra, dec HAVING COUNT(*) > 500;","Count the total number of sources, calculate the average parallax, and count the number of bright stars (with magnitude less than 10) in regions with more than 500 stars, positive parallaxes greater than 0.0005 arcseconds, and proper motions in both right ascension and declination greater than 5 mas/yr, grouped by right ascension and declination."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",What are the right ascension and declination of stars with a G band magnitude less than 15?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.1,How many stars have a parallax value greater than 0.1 milliarcseconds?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10","What are the right ascension, declination, and parallax of stars with proper motions between -10 and 10 milliarcseconds per year in both RA and Dec directions?"
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 45 AND dec BETWEEN -10 AND 10,What is the G band magnitude of stars located between right ascension 35 and 45 and declination -10 and 10?
Simple,SELECT COUNT(DISTINCT ra) FROM gaiadr3.gaia_source WHERE dec > 0,How many unique right ascensions are there for stars with declination greater than 0?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15",Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 mas and a G magnitude less than 15?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100","What stars in the Gaia DR3 catalog have proper motions (pmra, pmdec) within the range of -100 to 100 mas/yr?"
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 40 AND dec BETWEEN -20 AND -15",Which stars in the Gaia DR3 catalog are located in the sky region with RA between 35 and 40 degrees and Dec between -20 and -15 degrees?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND parallax > 0.2",What stars in the Gaia DR3 catalog have a G magnitude less than 10 and a parallax greater than 0.2 mas?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100 AND parallax > 0.05","Which stars in the Gaia DR3 catalog have proper motions (pmra, pmdec) both greater than 100 mas/yr and a parallax greater than 0.05 mas?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15 AND epoch BETWEEN 2015 AND 2020","Which stars in the Gaia DR3 catalog have a parallax greater than 0.1 mas, a G magnitude less than 15, and were observed between 2015 and 2020?"
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100 AND epoch BETWEEN 2015 AND 2020","What stars in the Gaia DR3 catalog have proper motions (pmra, pmdec) within the range of -100 to 100 mas/yr and were observed between 2015 and 2020?"
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 40 AND dec BETWEEN -20 AND -15 AND epoch BETWEEN 2015 AND 2020","Which stars in the Gaia DR3 catalog are located in the sky region with RA between 35 and 40 degrees and Dec between -20 and -15 degrees, and were observed between 2015 and 2020?"
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 AND parallax > 0.2 AND epoch BETWEEN 2015 AND 2020","What stars in the Gaia DR3 catalog have a G magnitude less than 10 and a parallax greater than 0.2 mas, and were observed between 2015 and 2020?"
